"","borough","year","leader","clerk","control","seats.labour","seats.other","seats.tory","seats.libdem","plabour","clabour"
"1069","Kingston upon Thames",1987,"Steve Harris","Robert McCloy","No Overall Control",4,0,24,22,0.08,0
"1070","Kingston upon Thames",1988,"Frank Hartfree","Robert McCloy","No Overall Control",4,0,24,22,0.08,0
"1071","Kingston upon Thames",1989,"Frank Hartfree","Robert McCloy","No Overall Control",4,0,24,22,0.08,0
"1072","Kingston upon Thames",1990,"Paul Clokie","Robert McCloy","No Overall ControlConservative minority",7,0,25,18,0.14,0
"1073","Kingston upon Thames",1991,"Paul Clokie","Robert McCloy","No Overall ControlConservative minority",7,0,25,18,0.14,0
"1074","Kingston upon Thames",1992,"Paul Clokie","Timothy Hornsby","No Overall Control",7,0,25,18,0.14,0
"1075","Kingston upon Thames",1993,"Paul Clokie","Timothy Hornsby","No Overall ControlConservative minority",7,0,25,18,0.14,0
"1076","Kingston upon Thames",1994,"John Tilley","Timothy Hornsby","Liberal Democrat",6,0,18,26,0.12,0
"1077","Kingston upon Thames",1995,"John Tilley","Bernard Quoroll","Liberal Democrat",6,0,17,27,0.12,0
"1078","Kingston upon Thames",1996,"John Tilley","Bernard Quoroll","Liberal Democrat",6,0,17,27,0.12,0
"1079","Kingston upon Thames",1997,"Derek Osbourne","Bernard Quoroll","Liberal Democrat",6,0,17,27,0.12,0
"1080","Kingston upon Thames",1998,"David Edwards","Bernard Quoroll","No Overall Control",10,0,21,19,0.2,0
"1081","Kingston upon Thames",1999,"David Edwards","Bruce McDonald","No Overall Control",10,0,21,19,0.2,0
"1082","Kingston upon Thames",2000,"David Edwards","Bruce McDonald","No Overall Control",10,1,20,19,0.2,0
"1083","Kingston upon Thames",2001,"Kevin Davis","Bruce McDonald","No Overall Control",10,3,18,19,0.2,0
"1084","Kingston upon Thames",2002,"Roger Hayes","Bruce McDonald","Liberal Democrat",3,0,15,30,0.0625,0
"1085","Kingston upon Thames",2003,"Derek Osbourne","Bruce McDonald","Liberal Democrat",3,0,15,30,0.0625,0
"1086","Kingston upon Thames",2004,"Derek Osbourne","Bruce McDonald","Liberal Democrat",3,0,15,30,0.0625,0
"1087","Kingston upon Thames",2005,"Derek Osbourne","Bruce McDonald","Liberal Democrat",3,0,15,30,0.0625,0
"1088","Kingston upon Thames",2006,"Derek Osbourne","Bruce McDonald","Liberal Democrat",2,0,21,25,0.0416666666666667,0
"1089","Kingston upon Thames",2007,"Derek Osbourne","Bruce McDonald","Liberal Democrat",1,1,21,25,0.0208333333333333,0
"1090","Kingston upon Thames",2008,"Derek Osbourne","Bruce McDonald","Liberal Democrat",1,1,21,25,0.0208333333333333,0
"1091","Kingston upon Thames",2009,"Derek Osbourne","Bruce McDonald","Liberal Democrat",1,1,21,25,0.0208333333333333,0
"1092","Kingston upon Thames",2010,"Derek Osbourne","Bruce McDonald","Liberal Democrat",0,0,21,27,0,0
"1093","Kingston upon Thames",2011,"Derek Osbourne","Bruce McDonald","Liberal Democrat",0,1,21,26,0,0
"1094","Kingston upon Thames",2012,"Derek Osbourne","Bruce McDonald","Liberal Democrat",0,1,21,26,0,0
"1095","Kingston upon Thames",2013,"Liz Green","Bruce McDonald","Liberal Democrat",0,1,22,25,0,0
"1096","Kingston upon Thames",2014,"Kevin Davis","Bruce McDonald","Conservative",2,0,28,18,0.0416666666666667,0
"1097","Kingston upon Thames",2015,"Kevin Davis","Bruce McDonald","Conservative",2,0,28,18,0.0416666666666667,0
"1098","Kingston upon Thames",2016,"Kevin Davis","Charlie Adan","Conservative",2,0,28,18,0.0416666666666667,0
"1099","Kingston upon Thames",2017,"Kevin Davis","Charlie Adan","Conservative",2,1,27,18,0.0416666666666667,0
"1100","Kingston upon Thames",2018,"Liz Green","Ian Thomas","Liberal Democrat",0,0,9,39,0,0
"1101","Lambeth",1964,"Unknown","John E Fishwick","Labour",42,0,18,0,0.7,1
"1102","Lambeth",1965,"Unknown","John E Fishwick","Labour",42,0,18,0,0.7,1
"1103","Lambeth",1966,"Unknown","John E Fishwick","Labour",42,0,18,0,0.7,1
"1104","Lambeth",1967,"Unknown","John E Fishwick","Labour",42,0,18,0,0.7,1
"1105","Lambeth",1968,"Unknown","John E Fishwick","Conservative",3,0,57,0,0.05,0
"1106","Lambeth",1969,"Unknown","John E Fishwick","Conservative",3,0,57,0,0.05,0
"1107","Lambeth",1970,"Unknown","F Dixon-Ward","Conservative",3,0,57,0,0.05,0
"1108","Lambeth",1971,"Unknown","F Dixon-Ward","Labour",51,0,9,0,0.85,1
"1109","Lambeth",1972,"Unknown","F Dixon-Ward","Labour",51,0,9,0,0.85,1
"1110","Lambeth",1973,"David Stimpson","F Dixon-Ward","Labour",51,0,9,0,0.85,1
"1111","Lambeth",1974,"David Stimpson","F Dixon-Ward","Labour",46,0,14,0,0.766666666666667,1
"1112","Lambeth",1975,"David Stimpson","F Dixon-Ward","Labour",46,0,14,0,0.766666666666667,1
"1113","Lambeth",1976,"David Stimpson","F Dixon-Ward","Labour",46,0,14,0,0.766666666666667,1
"1114","Lambeth",1977,"David Stimpson","F Dixon-Ward","Labour",46,0,14,0,0.766666666666667,1
"1115","Lambeth",1978,"Ted Knight","F Dixon-Ward","Labour",42,0,22,0,0.65625,1
"1116","Lambeth",1979,"Ted Knight","F Dixon-Ward","Labour",42,0,22,0,0.65625,1
"1117","Lambeth",1980,"Ted Knight","John George","Labour",42,0,22,0,0.65625,1
"1118","Lambeth",1981,"Ted Knight","John George","Labour",42,0,22,0,0.65625,1
"1119","Lambeth",1982,"Ted Knight","John George","No Overall Control",32,0,27,5,0.5,0
"1120","Lambeth",1983,"Ted Knight","John George","No Overall Control",32,0,27,5,0.5,0
"1121","Lambeth",1984,"Ted Knight","John George","No Overall Control",32,0,27,5,0.5,0
"1122","Lambeth",1985,"Ted Knight","John George","No Overall Control",32,0,27,5,0.5,0
"1123","Lambeth",1986,"Linda Bellos","John George","Labour",40,0,21,3,0.625,1
"1124","Lambeth",1987,"Linda Bellos","John George","Labour",40,0,21,3,0.625,1
"1125","Lambeth",1988,"Dick Sorabji","John George","Labour",40,0,21,3,0.625,1
"1126","Lambeth",1989,"Joan Twelves","John George","Labour",40,0,21,3,0.625,1
"1127","Lambeth",1990,"Joan Twelves","Herman Ouseley","Labour",40,0,20,4,0.625,1
"1128","Lambeth",1991,"Joan Twelves","Herman Ouseley","Labour",40,0,20,4,0.625,1
"1129","Lambeth",1992,"Joan Twelves","Herman Ouseley","Labour",40,0,20,4,0.625,1
"1130","Lambeth",1993,"Steve Whaley","Henry Gilby","Labour",37,1,17,9,0.578125,1
"1131","Lambeth",1994,"No LeaderGroup leaders:
Hugh Jones (Con)
Michael Tuffrey (Lib Dem)
Anna Tapsall (Lab)","Henry Gilby","No Overall Control",24,0,16,24,0.375,0
"1132","Lambeth",1995,"No LeaderGroup leaders:
Jim Dickson (Lab)
Michael Tuffrey (Lib Dem)
Hugh Jones (Con)","Heather Rabbatts","No Overall Control",24,0,16,24,0.375,0
"1133","Lambeth",1996,"No LeaderGroup leaders:
Jim Dickson (Lab)
Michael Tuffrey (Lib Dem)
Hugh Jones (Con)","Heather Rabbatts","No Overall Control",24,1,14,25,0.375,0
"1134","Lambeth",1997,"No LeaderGroup leaders:
Jim Dickson (Lab)
Michael Tuffrey (Lib Dem)
Hugh Jones (Con)","Heather Rabbatts","No Overall Control",24,1,14,25,0.375,0
"1135","Lambeth",1998,"Jim Dickson","Heather Rabbatts","Labour",41,0,5,18,0.640625,1
"1136","Lambeth",1999,"Jim Dickson","Heather Rabbatts","Labour",40,0,5,18,0.634920634920635,1
"1137","Lambeth",2000,"Tom Franklin","Heather du Quesnay","Labour",41,0,5,18,0.640625,1
"1138","Lambeth",2001,"Tom Franklin","Faith Boardman","Labour",41,0,5,18,0.640625,1
"1139","Lambeth",2002,"Peter Truesdale","Faith Boardman","No Overall Control",28,0,7,28,0.444444444444444,0
"1140","Lambeth",2003,"Peter Truesdale","Faith Boardman","No Overall Control",29,0,7,27,0.46031746031746,0
"1141","Lambeth",2004,"Peter Truesdale","Faith Boardman","No Overall Control",29,0,7,27,0.46031746031746,0
"1142","Lambeth",2005,"Peter Truesdale","Andrew Webster","No Overall Control",29,0,7,27,0.46031746031746,0
"1143","Lambeth",2006,"Steve Reed","Derrick Anderson","Labour",39,1,6,17,0.619047619047619,1
"1144","Lambeth",2007,"Steve Reed","Derrick Anderson","Labour",39,1,6,17,0.619047619047619,1
"1145","Lambeth",2008,"Steve Reed","Derrick Anderson","Labour",38,1,6,18,0.603174603174603,1
"1146","Lambeth",2009,"Steve Reed","Derrick Anderson","Labour",38,1,6,18,0.603174603174603,1
"1147","Lambeth",2010,"Steve Reed","Derrick Anderson","Labour",44,0,4,15,0.698412698412698,1
"1148","Lambeth",2011,"Steve Reed","Derrick Anderson","Labour",43,1,4,15,0.682539682539683,1
"1149","Lambeth",2012,"Lib Peck","Derrick Anderson","Labour",43,1,4,15,0.682539682539683,1
"1150","Lambeth",2013,"Lib Peck","Derrick Anderson","Labour",43,1,4,15,0.682539682539683,1
"1151","Lambeth",2014,"Lib Peck","Derrick Anderson","Labour",59,1,3,0,0.936507936507937,1
"1152","Lambeth",2015,"Lib Peck","Sean Harriss","Labour",59,1,3,0,0.936507936507937,1
"1153","Lambeth",2016,"Lib Peck","Sean Harriss","Labour",59,1,3,0,0.936507936507937,1
"1154","Lambeth",2017,"Lib Peck","Sean Harriss","Labour",58,1,3,0,0.935483870967742,1
"1155","Lambeth",2018,"Jack Hopkins","Andrew Travers","Labour",57,5,1,0,0.904761904761905,1
"1156","Lewisham",1964,"Fred Winslade","Alan Milner-Smith","Labour",45,0,15,0,0.75,1
"1157","Lewisham",1965,"Fred Winslade","Alan Milner-Smith","Labour",45,0,15,0,0.75,1
"1158","Lewisham",1966,"Fred Winslade","Alan Milner-Smith","Labour",45,0,15,0,0.75,1
"1159","Lewisham",1967,"Fred Winslade","Alan Milner-Smith","Labour",45,0,15,0,0.75,1
"1160","Lewisham",1968,"Norman Dinsdale Banks","Alan Milner-Smith","Conservative",16,0,44,0,0.266666666666667,0
"1161","Lewisham",1969,"Norman Dinsdale Banks","Alan Milner-Smith","Conservative",16,0,44,0,0.266666666666667,0
"1162","Lewisham",1970,"Norman Dinsdale Banks","Alan Milner-Smith","Conservative",16,0,44,0,0.266666666666667,0
"1163","Lewisham",1971,"Andy Hawkins","John French","Labour",56,0,4,0,0.933333333333333,1
"1164","Lewisham",1972,"Andy Hawkins","John French","Labour",56,0,4,0,0.933333333333333,1
"1165","Lewisham",1973,"Andy Hawkins","John French","Labour",56,0,4,0,0.933333333333333,1
"1166","Lewisham",1974,"Andy Hawkins","John French","Labour",49,0,11,0,0.816666666666667,1
"1167","Lewisham",1975,"Andy Hawkins","John French","Labour",49,0,11,0,0.816666666666667,1
"1168","Lewisham",1976,"Andy Hawkins","Frank Birch","Labour",49,0,11,0,0.816666666666667,1
"1169","Lewisham",1977,"Andy Hawkins","Frank Birch","Labour",49,0,11,0,0.816666666666667,1
"1170","Lewisham",1978,"Andy Hawkins","Frank Birch","Labour",44,0,23,0,0.656716417910448,1
"1171","Lewisham",1979,"Andy Hawkins","Frank Birch","Labour",44,0,23,0,0.656716417910448,1
"1172","Lewisham",1980,"Andy Hawkins","Frank Birch","Labour",44,0,23,0,0.656716417910448,1
"1173","Lewisham",1981,"Andy Hawkins","Frank Birch","Labour",44,0,23,0,0.656716417910448,1
"1174","Lewisham",1982,"Andy Hawkins","John Harwood","Labour",41,0,26,0,0.611940298507463,1
"1175","Lewisham",1983,"Andy Hawkins","John Harwood","Labour",41,0,26,0,0.611940298507463,1
"1176","Lewisham",1984,"Ron Stockbridge","John Harwood","Labour",41,0,26,0,0.611940298507463,1
"1177","Lewisham",1985,"Dave Sullivan","John Harwood","Labour",41,0,26,0,0.611940298507463,1
"1178","Lewisham",1986,"Dave Sullivan","John Harwood","Labour",50,0,17,0,0.746268656716418,1
"1179","Lewisham",1987,"Dave Sullivan","John Harwood","Labour",50,0,17,0,0.746268656716418,1
"1180","Lewisham",1988,"Steve Bullock","John Harwood","Labour",50,0,17,0,0.746268656716418,1
"1181","Lewisham",1989,"Steve Bullock","Terry Hanafin","Labour",50,0,17,0,0.746268656716418,1
"1182","Lewisham",1990,"Steve Bullock","Terry Hanafin","Labour",58,0,6,3,0.865671641791045,1
"1183","Lewisham",1991,"Steve Bullock","Terry Hanafin","Labour",58,0,6,3,0.865671641791045,1
"1184","Lewisham",1992,"Steve Bullock","Terry Hanafin","Labour",58,0,6,3,0.865671641791045,1
"1185","Lewisham",1993,"Margaret Moran","Terry Hanafin","Labour",58,0,6,3,0.865671641791045,1
"1186","Lewisham",1994,"Margaret Moran","Barry Quirk","Labour",63,0,1,3,0.940298507462687,1
"1187","Lewisham",1995,"Jim Mallory","Barry Quirk","Labour",63,1,1,2,0.940298507462687,1
"1188","Lewisham",1996,"Jim Mallory","Barry Quirk","Labour",62,2,1,2,0.925373134328358,1
"1189","Lewisham",1997,"Jim Mallory","Barry Quirk","Labour",62,2,1,2,0.925373134328358,1
"1190","Lewisham",1998,"Dave Sullivan","Barry Quirk","Labour",61,0,2,4,0.91044776119403,1
"1191","Lewisham",1999,"Dave Sullivan","Barry Quirk","Labour",60,1,2,4,0.895522388059702,1
"1192","Lewisham",2000,"Dave Sullivan","Barry Quirk","Labour",59,2,2,4,0.880597014925373,1
"1193","Lewisham",2001,"Dave Sullivan","Barry Quirk","Labour",58,3,2,4,0.865671641791045,1
"1194","Lewisham",2002,"Steve Bullock","Barry Quirk","Labour",45,3,2,4,0.833333333333333,1
"1195","Lewisham",2003,"Steve Bullock","Barry Quirk","Labour",43,4,2,6,0.781818181818182,1
"1196","Lewisham",2004,"Steve Bullock","Barry Quirk","Labour",42,4,2,6,0.777777777777778,1
"1197","Lewisham",2005,"Steve Bullock","Barry Quirk","Labour",40,4,2,8,0.740740740740741,1
"1198","Lewisham",2006,"Steve Bullock","Barry Quirk","Labour",26,8,3,17,0.481481481481481,1
"1199","Lewisham",2007,"Steve Bullock","Barry Quirk","Labour",26,8,3,17,0.481481481481481,1
"1200","Lewisham",2008,"Steve Bullock","Barry Quirk","Labour",26,8,3,17,0.481481481481481,1
"1201","Lewisham",2009,"Steve Bullock","Barry Quirk","Labour",26,8,3,17,0.481481481481481,1
"1202","Lewisham",2010,"Steve Bullock","Barry Quirk","Labour",39,1,2,12,0.722222222222222,1
"1203","Lewisham",2011,"Steve Bullock","Barry Quirk","Labour",39,1,2,12,0.722222222222222,1
"1204","Lewisham",2012,"Steve Bullock","Barry Quirk","Labour",41,1,1,11,0.759259259259259,1
"1205","Lewisham",2013,"Steve Bullock","Barry Quirk","Labour",41,1,1,11,0.759259259259259,1
"1206","Lewisham",2014,"Steve Bullock","Barry Quirk","Labour",53,1,0,0,0.981481481481482,1
"1207","Lewisham",2015,"Steve Bullock","Barry Quirk","Labour",53,1,0,0,0.981481481481482,1
"1208","Lewisham",2016,"Steve Bullock","Barry Quirk","Labour",53,1,0,0,0.981481481481482,1
"1209","Lewisham",2017,"Steve Bullock","Janet Senior","Labour",53,1,0,0,0.981481481481482,1
"1210","Lewisham",2018,"Damien Egan","Kim Wright","Labour",54,0,0,0,1,1
"1211","Merton",1964,"EK Clarke","Sydney Astin","No Overall Control",26,3,25,0,0.481481481481481,0
"1212","Merton",1965,"Vincent Talbot","Sydney Astin","No Overall Control",26,3,25,0,0.481481481481481,0
"1213","Merton",1966,"Vincent Talbot","Sydney Astin","No Overall Control",26,3,25,0,0.481481481481481,0
"1214","Merton",1967,"Vincent Talbot","Sydney Astin","No Overall Control",26,3,25,0,0.481481481481481,0
"1215","Merton",1968,"Vincent Talbot","Sydney Astin","Conservative",4,4,46,0,0.0740740740740741,0
"1216","Merton",1969,"Vincent Talbot","Sydney Astin","Conservative",4,4,46,0,0.0740740740740741,0
"1217","Merton",1970,"Vincent Talbot","Sydney Astin","Conservative",4,4,46,0,0.0740740740740741,0
"1218","Merton",1971,"Dennis Hempstead","Sydney Astin","Labour",29,4,21,0,0.537037037037037,1
"1219","Merton",1972,"Dennis Hempstead","Sydney Astin","Labour",29,4,21,0,0.537037037037037,1
"1220","Merton",1973,"Dennis Hempstead","Sydney Astin","Labour",29,4,21,0,0.537037037037037,1
"1221","Merton",1974,"Vincent Talbot","Alan Robinson","Conservative",22,3,29,0,0.407407407407407,0
"1222","Merton",1975,"Allan Jones","Alan Robinson","Conservative",22,3,29,0,0.407407407407407,0
"1223","Merton",1976,"Allan Jones","Alan Robinson","Conservative",22,3,29,0,0.407407407407407,0
"1224","Merton",1977,"Allan Jones","Alan Robinson","Conservative",22,3,29,0,0.407407407407407,0
"1225","Merton",1978,"Allan Jones","Alan Robinson","Conservative",15,3,39,0,0.263157894736842,0
"1226","Merton",1979,"Allan Jones","Alan Robinson","Conservative",15,3,39,0,0.263157894736842,0
"1227","Merton",1980,"Harry Cowd","Alan Robinson","Conservative",15,3,39,0,0.263157894736842,0
"1228","Merton",1981,"Harry Cowd","William McKee","Conservative",15,3,39,0,0.263157894736842,0
"1229","Merton",1982,"Harry Cowd","William McKee","Conservative",13,0,44,0,0.228070175438596,0
"1230","Merton",1983,"Harry Cowd","William McKee","Conservative",13,0,44,0,0.228070175438596,0
"1231","Merton",1984,"Harry Cowd","William McKee","Conservative",13,0,44,0,0.228070175438596,0
"1232","Merton",1985,"Harry Cowd","William McKee","Conservative",13,0,44,0,0.228070175438596,0
"1233","Merton",1986,"Harry Cowd","William McKee","Conservative",25,3,29,0,0.43859649122807,0
"1234","Merton",1987,"Harry Cowd","William McKee","Conservative",25,3,29,0,0.43859649122807,0
"1235","Merton",1988,"John Elvidge","William McKee","Conservative",25,3,29,0,0.43859649122807,0
"1236","Merton",1989,"John Elvidge","William McKee","Conservative",25,3,29,0,0.43859649122807,0
"1237","Merton",1990,"Geoffrey Smith","William McKee","Labour",29,6,22,0,0.508771929824561,1
"1238","Merton",1991,"Tony Colman","Richard Davis","Labour",29,6,22,0,0.508771929824561,1
"1239","Merton",1992,"Tony Colman","Heather Rabbatts","Labour",29,6,22,0,0.508771929824561,1
"1240","Merton",1993,"Tony Colman","Heather Rabbatts","Labour",29,6,22,0,0.508771929824561,1
"1241","Merton",1994,"Tony Colman","Heather Rabbatts","Labour",40,4,10,3,0.701754385964912,1
"1242","Merton",1995,"Tony Colman","Heather Rabbatts","Labour",40,4,10,3,0.701754385964912,1
"1243","Merton",1996,"Tony Colman","Sue Charteris","Labour",40,4,10,3,0.701754385964912,1
"1244","Merton",1997,"Mike Brunt","Sue Charteris","Labour",40,4,10,3,0.701754385964912,1
"1245","Merton",1998,"Mike Brunt","Roger Paine","Labour",39,3,12,3,0.684210526315789,1
"1246","Merton",1999,"Philip Jones","Roger Paine","Labour",39,3,12,3,0.684210526315789,1
"1247","Merton",2000,"Peter Holt","Roger Paine","Labour",36,6,12,3,0.631578947368421,1
"1248","Merton",2001,"Andrew Judge","Roger Paine","Labour",35,7,13,2,0.614035087719298,1
"1249","Merton",2002,"Andrew Judge","Roger Paine","Labour",32,3,25,0,0.533333333333333,1
"1250","Merton",2003,"Andrew Judge","Richard Rawes","Labour",33,3,24,0,0.55,1
"1251","Merton",2004,"Andrew Judge","Ged Curran","Labour",33,3,24,0,0.55,1
"1252","Merton",2005,"Andrew Judge","Ged Curran","Labour",33,3,24,0,0.55,1
"1253","Merton",2006,"David Williams","Ged Curran","No Overall Control",27,3,30,0,0.45,0
"1254","Merton",2007,"David Williams","Ged Curran","No Overall Control",27,3,30,0,0.45,0
"1255","Merton",2008,"David Williams","Ged Curran","No Overall Control",27,3,30,0,0.45,0
"1256","Merton",2009,"David Williams","Ged Curran","No Overall Control",27,3,29,2,0.442622950819672,0
"1257","Merton",2010,"Stephen Alambritis","Ged Curran","No Overall Control",28,3,27,2,0.466666666666667,0
"1258","Merton",2011,"Stephen Alambritis","Ged Curran","No Overall Control",28,3,27,2,0.466666666666667,0
"1259","Merton",2012,"Stephen Alambritis","Ged Curran","No Overall Control",28,3,27,2,0.466666666666667,0
"1260","Merton",2013,"Stephen Alambritis","Ged Curran","No Overall ControlMinority Labour Administration",28,3,27,2,0.466666666666667,0
"1261","Merton",2014,"Stephen Alambritis","Ged Curran","Labour",36,3,20,1,0.6,1
"1262","Merton",2015,"Stephen Alambritis","Ged Curran","Labour",36,3,20,1,0.6,1
"1263","Merton",2016,"Stephen Alambritis","Ged Curran","Labour",36,3,20,1,0.6,1
"1264","Merton",2017,"Stephen Alambritis","Ged Curran","Labour",36,3,20,1,0.6,1
"1265","Merton",2018,"Stephen Alambritis","Ged Curran","Labour",34,3,17,6,0.566666666666667,1
"1266","Newham",1964,"Unknown","GE Smith","Labour",50,10,0,0,0.833333333333333,1
"1267","Newham",1965,"Unknown","GE Smith","Labour",50,10,0,0,0.833333333333333,1
"1268","Newham",1966,"Unknown","GE Smith","Labour",50,10,0,0,0.833333333333333,1
"1269","Newham",1967,"Unknown","GE Smith","Labour",50,10,0,0,0.833333333333333,1
"1270","Newham",1968,"Unknown","GE Smith","Labour",30,21,6,3,0.5,1
"1271","Newham",1969,"Unknown","GE Smith","Labour",30,21,6,3,0.5,1
"1272","Newham",1970,"Unknown","G Smith","Labour",30,21,6,3,0.5,1
"1273","Newham",1971,"Unknown","G Smith","Labour",53,7,0,0,0.883333333333333,1
"1274","Newham",1972,"Unknown","G Smith","Labour",53,7,0,0,0.883333333333333,1
"1275","Newham",1973,"Unknown","G Smith","Labour",53,7,0,0,0.883333333333333,1
"1276","Newham",1974,"Unknown","J Warren","Labour",51,9,0,0,0.85,1
"1277","Newham",1975,"Unknown","J Warren","Labour",51,9,0,0,0.85,1
"1278","Newham",1976,"Unknown","J Warren","Labour",51,9,0,0,0.85,1
"1279","Newham",1977,"Unknown","Unknown","Labour",51,9,0,0,0.85,1
"1280","Newham",1978,"Unknown","Unknown","Labour",57,3,0,0,0.95,1
"1281","Newham",1979,"Unknown","Unknown","Labour",57,3,0,0,0.95,1
"1282","Newham",1980,"Unknown","Unknown","Labour",57,3,0,0,0.95,1
"1283","Newham",1981,"Unknown","Unknown","Labour",57,3,0,0,0.95,1
"1284","Newham",1982,"Unknown","Unknown","Labour",54,0,0,6,0.9,1
"1285","Newham",1983,"Unknown","Unknown","Labour",54,0,0,6,0.9,1
"1286","Newham",1984,"Unknown","Unknown","Labour",54,0,0,6,0.9,1
"1287","Newham",1985,"Unknown","Unknown","Labour",54,0,0,6,0.9,1
"1288","Newham",1986,"Unknown","Unknown","Labour",60,0,0,0,1,1
"1289","Newham",1987,"Unknown","Unknown","Labour",60,0,0,0,1,1
"1290","Newham",1988,"Unknown","Unknown","Labour",60,0,0,0,1,1
"1291","Newham",1989,"Unknown","Unknown","Labour",60,0,0,0,1,1
"1292","Newham",1990,"Stephen Timms","John Samuel","Labour",57,0,2,1,0.95,1
"1293","Newham",1991,"Stephen Timms","John Samuel","Labour",56,0,2,2,0.933333333333333,1
"1294","Newham",1992,"Stephen Timms","Unknown","Labour",56,0,2,2,0.933333333333333,1
"1295","Newham",1993,"Stephen Timms","Drew Stevenson","Labour",54,0,4,2,0.9,1
"1296","Newham",1994,"John Isted","Drew Stevenson","Labour",60,0,0,0,1,1
"1297","Newham",1995,"Mike Brown","Drew Stevenson","Labour",60,0,0,0,1,1
"1298","Newham",1996,"Robin Wales","Wendy Thomson","Labour",60,0,0,0,1,1
"1299","Newham",1997,"Robin Wales","Wendy Thomson","Labour",60,0,0,0,1,1
"1300","Newham",1998,"Robin Wales","Wendy Thomson","Labour",59,1,0,0,0.983333333333333,1
"1301","Newham",1999,"Robin Wales","Unknown","Labour",59,1,0,0,0.983333333333333,1
"1302","Newham",2000,"Robin Wales","Dave Burbage","Labour",58,2,0,0,0.966666666666667,1
"1303","Newham",2001,"Robin Wales","Dave Burbage","Labour",59,1,0,0,0.983333333333333,1
"1304","Newham",2002,"Robin Wales","Dave Burbage","Labour",59,1,0,0,0.983333333333333,1
"1305","Newham",2003,"Robin Wales","Dave Burbage","Labour",59,1,0,0,0.983333333333333,1
"1306","Newham",2004,"Robin Wales","Dave Burbage","Labour",59,1,0,0,0.983333333333333,1
"1307","Newham",2005,"Robin Wales","Dave Burbage","Labour",59,1,0,0,0.983333333333333,1
"1308","Newham",2006,"Robin Wales","Dave Burbage","Labour",54,6,0,0,0.9,1
"1309","Newham",2007,"Robin Wales","Chris Wood","Labour",54,6,0,0,0.9,1
"1310","Newham",2008,"Robin Wales","Joe Duckworth","Labour",54,6,0,0,0.9,1
"1311","Newham",2009,"Robin Wales","Joe Duckworth","Labour",54,6,0,0,0.9,1
"1312","Newham",2010,"Robin Wales","Kim Bromley-Derry","Labour",60,0,0,0,1,1
"1313","Newham",2011,"Robin Wales","Kim Bromley-Derry","Labour",60,0,0,0,1,1
"1314","Newham",2012,"Robin Wales","Kim Bromley-Derry","Labour",60,0,0,0,1,1
"1315","Newham",2013,"Robin Wales","Kim Bromley-Derry","Labour",60,0,0,0,1,1
"1316","Newham",2014,"Robin Wales","Kim Bromley-Derry","Labour",60,0,0,0,1,1
"1317","Newham",2015,"Robin Wales","Kim Bromley-Derry","Labour",60,0,0,0,1,1
"1318","Newham",2016,"Robin Wales","Kim Bromley-Derry","Labour",60,0,0,0,1,1
"1319","Newham",2017,"Robin Wales","Kim Bromley-Derry","Labour",59,1,0,0,0.983333333333333,1
"1320","Newham",2018,"Rokhsana Fiaz","Kim Bromley-Derry","Labour",60,0,0,0,1,1
"1321","Redbridge",1964,"RA Dalton","KFB Nicholls","Conservative",15,0,45,0,0.25,0
"1322","Redbridge",1965,"RA Dalton","KFB Nicholls","Conservative",15,0,45,0,0.25,0
"1323","Redbridge",1966,"RA Dalton","KFB Nicholls","Conservative",15,0,45,0,0.25,0
"1324","Redbridge",1967,"RA Dalton","KFB Nicholls","Conservative",15,0,45,0,0.25,0
"1325","Redbridge",1968,"RA Dalton","KFB Nicholls","Conservative",5,0,55,0,0.0833333333333333,0
"1326","Redbridge",1969,"RA Dalton","KFB Nicholls","Conservative",5,0,55,0,0.0833333333333333,0
"1327","Redbridge",1970,"RA Dalton","KFB Nicholls","Conservative",5,0,55,0,0.0833333333333333,0
"1328","Redbridge",1971,"RA Dalton","A McCarlie Findlay","Conservative",18,0,42,0,0.3,0
"1329","Redbridge",1972,"AJ Escott","A McCarlie Findlay","Conservative",18,0,42,0,0.3,0
"1330","Redbridge",1973,"AJ Escott","A McCarlie Findlay","Conservative",18,0,42,0,0.3,0
"1331","Redbridge",1974,"JWS Telford","A McCarlie Findlay","Conservative",15,0,45,0,0.25,0
"1332","Redbridge",1975,"K Webb","A McCarlie Findlay","Conservative",15,0,45,0,0.25,0
"1333","Redbridge",1976,"K Webb","A McCarlie Findlay","Conservative",15,0,45,0,0.25,0
"1334","Redbridge",1977,"K Webb","A McCarlie Findlay","Conservative",15,0,45,0,0.25,0
"1335","Redbridge",1978,"K Webb","A McCarlie Findlay","Conservative",13,0,50,0,0.206349206349206,0
"1336","Redbridge",1979,"KJ Salter","A McCarlie Findlay","Conservative",13,0,50,0,0.206349206349206,0
"1337","Redbridge",1980,"KJ Salter","GU Price","Conservative",13,0,50,0,0.206349206349206,0
"1338","Redbridge",1981,"KJ Salter","GU Price","Conservative",13,0,50,0,0.206349206349206,0
"1339","Redbridge",1982,"KJ Salter","GU Price","Conservative",12,0,51,0,0.19047619047619,0
"1340","Redbridge",1983,"KJ Salter","GU Price","Conservative",12,0,51,0,0.19047619047619,0
"1341","Redbridge",1984,"KJ Salter","GU Price","Conservative",12,0,51,0,0.19047619047619,0
"1342","Redbridge",1985,"JA Ramsden","GU Price","Conservative",12,0,51,0,0.19047619047619,0
